Query,Qty,Manufacturer,MPN,Octopart URL,Part Description,Description,Schematic Reference,Internal Part Number,Lifecycle,Lead Time,RoHS,Total Qty (@ Batch Size: 5),SKU,SKU,Packaging,Packaging,Unit Price (@ Batch Size: 5),Unit Price (@ Batch Size: 5),In Stock,In Stock,MOQ,MOQ,URL,URL,Distributor [Lowest Price (Selected)],SKU [Lowest Price (Selected)],Packaging [Lowest Price (Selected)],Unit Price (@ Batch Size: 5) [Lowest Price (Selected)],Line Total [Lowest Price (Selected)],Batch Total [Lowest Price (Selected)],In Stock [Lowest Price (Selected)],MOQ [Lowest Price (Selected)],URL [Lowest Price (Selected)],Notes
,,,,,,,,,,,,,Digi-Key,Mouser,Digi-Key,Mouser,Digi-Key,Mouser,Digi-Key,Mouser,Digi-Key,Mouser,Digi-Key,Mouser,,,,,,,,,,
B1911UYG-20D000114U1930,1,Harvatek,B1911UYG-20D000114U1930,https://octopart.com/b1911uyg-20d000114u1930-harvatek-122240500,Led Yellow Green Clear 1608 SMD,Light emitting diode,D6,B1911UYG-20D000114U1930,,8w,,5,3147-B1911UYG-20D000114U1930CT-ND,,Cut Tape,,0.1,,14622,,1,,https://octopart.com/opatz8j6/a1?t=g56t7X6EFdYnoFbDhuUZeOYM3QMTx2BEmcb0AgnRLoRvcepYPhQLqJnA88cValOOt6qBAO3jza_memLeYUNHYTuen7DIfRz0WUjA4X6KvXX77FKUgz6fBDUlj7ks-Ck-RVdHo95pfyQ74zPMJ-irbIm638JlyjyqtaV2FCc3p2V65v-yqz3Yw5uicKYOSIvh0s-oc5zLK_-f0yISE00M7t8aZD9IuvaGrqrDE7Uy4iAspTyHmImBug5IVA-UAxDNVjWFsXg,,Digi-Key,3147-B1911UYG-20D000114U1930CT-ND,Cut Tape,0.1,0.1,0.5,14622,1,https://octopart.com/opatz8j6/a1?t=g56t7X6EFdYnoFbDhuUZeOYM3QMTx2BEmcb0AgnRLoRvcepYPhQLqJnA88cValOOt6qBAO3jza_memLeYUNHYTuen7DIfRz0WUjA4X6KvXX77FKUgz6fBDUlj7ks-Ck-RVdHo95pfyQ74zPMJ-irbIm638JlyjyqtaV2FCc3p2V65v-yqz3Yw5uicKYOSIvh0s-oc5zLK_-f0yISE00M7t8aZD9IuvaGrqrDE7Uy4iAspTyHmImBug5IVA-UAxDNVjWFsXg,
B0211NB--02D000114U1930,1,Harvatek,B0211NB--02D000114U1930,https://octopart.com/b0211nb--02d000114u1930-harvatek-128582286,0.65(L)X0.38(W)X0.36(H) Mm,Light emitting diode,D4,B0211NB--02D000114U1930,,8w,,5,3147-B0211NB--02D000114U1930CT-ND,,Cut Tape,,0.1,,3790,,1,,https://octopart.com/opatz8j6/a1?t=Nezc_C8ErbZ1Ti9E_XpsXYmREeDELLgkhXB9YaavjfJ-sZkDD3sRzbb6UTIsRQDAYvmWKjN0mqNMDTPQQyA9264RKYoz4ZNxaIc7iTQ941iCUddlsd-XyJcRT4gluGAyPHqoPHzmpN62p7tie5wnGScDhPtDcvm5_ckAJ79B-gqdWGcRmQop4Wa0ihJOOvKIJO9HW7RygKPQE2KXDyGpHRT1Yz66GA7wv0nRTGAuXPfZXDjrmlFhI4wZY8qtWW6J7zhw_Yg,,Digi-Key,3147-B0211NB--02D000114U1930CT-ND,Cut Tape,0.1,0.1,0.5,3790,1,https://octopart.com/opatz8j6/a1?t=Nezc_C8ErbZ1Ti9E_XpsXYmREeDELLgkhXB9YaavjfJ-sZkDD3sRzbb6UTIsRQDAYvmWKjN0mqNMDTPQQyA9264RKYoz4ZNxaIc7iTQ941iCUddlsd-XyJcRT4gluGAyPHqoPHzmpN62p7tie5wnGScDhPtDcvm5_ckAJ79B-gqdWGcRmQop4Wa0ihJOOvKIJO9HW7RygKPQE2KXDyGpHRT1Yz66GA7wv0nRTGAuXPfZXDjrmlFhI4wZY8qtWW6J7zhw_Yg,
SC0914(13),1,Raspberry Pi,SC0914(13),https://octopart.com/sc0914%2813%29-raspberry+pi-123164421,,,U3,SC0914(13),,12w,,5,2648-SC0914(13)CT-ND,,Cut Tape,,1,,116933,,1,,https://octopart.com/opatz8j6/a1?t=OG-Y9849VvnkHNtnMWvkrzv_uLy1C0Q4Fh5SYgY7FM8EaXbHfTDjTqRcNCGqq4Xr1XD1HeCRUVxtmRQQzuNUcw1UUWg5ANSKeCMN5_JucD6v1W5mFkLUHzgG-QQvbnfzpYVNFNEqVOaLHCy8mSUknXwdi5no0OnMDuXoxpJ1ktoUkyB3787iC7MVbVbacOCS8jHJ0zIwM4hhP__2cpLe38SXUQBGkwJhMakzXAsoy4xeg51gWN7urvj_Gjc3GDa92iQ5bII,,Digi-Key,2648-SC0914(13)CT-ND,Cut Tape,1,1,5,116933,1,https://octopart.com/opatz8j6/a1?t=OG-Y9849VvnkHNtnMWvkrzv_uLy1C0Q4Fh5SYgY7FM8EaXbHfTDjTqRcNCGqq4Xr1XD1HeCRUVxtmRQQzuNUcw1UUWg5ANSKeCMN5_JucD6v1W5mFkLUHzgG-QQvbnfzpYVNFNEqVOaLHCy8mSUknXwdi5no0OnMDuXoxpJ1ktoUkyB3787iC7MVbVbacOCS8jHJ0zIwM4hhP__2cpLe38SXUQBGkwJhMakzXAsoy4xeg51gWN7urvj_Gjc3GDa92iQ5bII,
USB4120-03-C,1,GCT,USB4120-03-C,https://octopart.com/usb4120-03-c-gct-113696090,Conn Rcpt USB2.0 Typ C 24POS SMD,,J4,USB4120-03-C,,10w,,5,2073-USB4120-03-CCT-ND,640-USB4120-03-C,Cut Tape,Tape & Reel,0.92,0.92,14264,31510,1,1,https://octopart.com/opatz8j6/a1?t=DW8ynlJy9S2AD3ikLiHgd7MCsFjVq4l1k8iD8cGrAwGbVs71bYCXRXNH6xx5SzTmWvsKENmksUkgfBmM-Oeumn-zb4ZEULXMjr3Gpt_xRmTlK-001mQAtuL8hyAT_NXJaIYoDyEoKq4so0jzxVL8YxO7myjUlJih28abnK8zxwVGjl4DqXhUGS9qaMOaHs8lPKFv5bmpBS5TiWn2V5IAFuC6p2tNZVyM1_VwIO1j91PCrRWqytyNW7-YBEi5X5Afpq3hs5s,https://octopart.com/opatz8j6/a1?t=ybo8UeD9oMlbX4Veqopl5UjqCevy5GfIB-wyk8npe1gaPS8g85g3UNQu0nOsuLcsyKMUyklCiJQCKl3qiJQnfRrAZNUM4VJs0SZ9tEWOrrzyGSxrIO4fSNgJV7HJHVUI8P1HpKRBLbjBWcZ6ZrG715eVwqyyb9D9P27H_tmVrv8zPNwkfkxNm895D8l-pQ4DyEwqREGzJVxQv9yF3I9oowKIdEK5Ty9yC1wZePlQny1CWWnoFTNqtg4CIF3JZv3sHB_wnV3l,Digi-Key,2073-USB4120-03-CCT-ND,Cut Tape,0.92,0.92,4.6000000000000005,14264,1,https://octopart.com/opatz8j6/a1?t=DW8ynlJy9S2AD3ikLiHgd7MCsFjVq4l1k8iD8cGrAwGbVs71bYCXRXNH6xx5SzTmWvsKENmksUkgfBmM-Oeumn-zb4ZEULXMjr3Gpt_xRmTlK-001mQAtuL8hyAT_NXJaIYoDyEoKq4so0jzxVL8YxO7myjUlJih28abnK8zxwVGjl4DqXhUGS9qaMOaHs8lPKFv5bmpBS5TiWn2V5IAFuC6p2tNZVyM1_VwIO1j91PCrRWqytyNW7-YBEi5X5Afpq3hs5s,
PH1-02-UA,2,Adam Tech,PH1-02-UA,https://octopart.com/ph1-02-ua-adam+tech-9378955,Conn Unshrouded Header HDR 2 POS 2.54mm Solder ST Top Entry Thru-Hole Bag,"Generic connector, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)","TP27,TP35",PH1-02-UA,,10w,Compliant,10,2057-PH1-02-UA-ND,,Bag,,0.037,,243401,,1,,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,,Digi-Key,2057-PH1-02-UA-ND,Bag,0.037,0.074,0.37,243401,1,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,
PH1-02-UA,2,Adam Tech,PH1-02-UA,https://octopart.com/ph1-02-ua-adam+tech-9378955,Conn Unshrouded Header HDR 2 POS 2.54mm Solder ST Top Entry Thru-Hole Bag,"Jumper, 2-pole, open","JP8,JP9",PH1-02-UA,,10w,Compliant,10,2057-PH1-02-UA-ND,,Bag,,0.037,,243401,,1,,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,,Digi-Key,2057-PH1-02-UA-ND,Bag,0.037,0.074,0.37,243401,1,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,
PH1-02-UA,7,Adam Tech,PH1-02-UA,https://octopart.com/ph1-02-ua-adam+tech-9378955,Conn Unshrouded Header HDR 2 POS 2.54mm Solder ST Top Entry Thru-Hole Bag,"Jumper, 2-pole, closed/bridged","JP1,JP2,JP3,JP4,JP5,JP6,JP7",PH1-02-UA,,10w,Compliant,35,2057-PH1-02-UA-ND,,Bag,,0.037,,243401,,1,,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,,Digi-Key,2057-PH1-02-UA-ND,Bag,0.037,0.259,1.295,243401,1,https://octopart.com/opatz8j6/a1?t=ONrFAoCdKfLhGFaU8BHNVikWdxP-QwxKpaK6JD9uuPhFpITmDmrKH1F6lok9sxceEEEx7ckUu4IAqkSwg4_7o65aSV_h46wkExafmiCU2LGGRUjs8vroab7XSS6VAjxPw73xTbEsrlHRTPWI97ihqnF-Ao5UdREuT3G1ZJiD_l4vDRIl62Debn3DbN55C7vBTjDR4df5C-LUD4oK9Vn15TL-JabX8p8sTGc_jSSTd-WjgpCfniqO5H02QQ2Zr1Sks1dQ,
WR04X102 JTL,5,Walsin Technologies,WR04X102 JTL,https://octopart.com/wr04x102+jtl-walsin+technologies-22124388,Res Thick Film 0402 1K Ohm 5% 0.063W(1/16W) ±100ppm/C Pad SMD T/R,Resistor,"R1,R5,R46,R47,R50",WR04X102 JTL,,26w,Compliant,25,1292-WR04X102JTLCT-ND,791-WR04X102JTL,Cut Tape,Tape & Reel,0.01,0.01,129640,68190,1,1,https://octopart.com/opatz8j6/a1?t=yEqvx_MBlO2Kqh7bZX0pXLb1bIF-BHGUXKNVPraE-6NFCT_CXVagk4W_Vcc9ESFn_UfuYGIQrIXO3A2RORioAvYsymb0XsIdoo3lqHmkxN2j5WzwUNVdeCgcJ1SMlhO0PrI1oJrNO6k3aYDdoFPUqgrxnUeEqXvLrkIcm9qyS2fQAzVLo_NepGVudJa5gd6ylSj4sBTsUgzHUVEmSCnbbhrcw8PlDMFNdQHH6-q6s1OzxEjs6xOqZMJXpcEkhbCaJ8_lhA,https://octopart.com/opatz8j6/a1?t=_RMwpT6C63guEL1GVW6Z7939xw1MJAz_uSbigMZ2stzcS2cD4L0R0cMD1B45wYpxBCF0scswO5dkU-nNX6ANmiGKvFLZAw8c_PTRcT1JU_Fe1joN8rRSnCLt2gh9XX9gbvXQqePcxg1408Uf8G1IHsOgsX0PAhbdNqIyMYvRyYhfmyBHUxhpUCjhsH4-Y8x6GkMQPKGvgyZzqG8lISdRHjL-7wmXDq1dGsGD4wxwCZu2-BthAW6qyRhzJx_rKXsJf86-5Nk,Digi-Key,1292-WR04X102JTLCT-ND,Cut Tape,0.01,0.05,0.25,129640,1,https://octopart.com/opatz8j6/a1?t=yEqvx_MBlO2Kqh7bZX0pXLb1bIF-BHGUXKNVPraE-6NFCT_CXVagk4W_Vcc9ESFn_UfuYGIQrIXO3A2RORioAvYsymb0XsIdoo3lqHmkxN2j5WzwUNVdeCgcJ1SMlhO0PrI1oJrNO6k3aYDdoFPUqgrxnUeEqXvLrkIcm9qyS2fQAzVLo_NepGVudJa5gd6ylSj4sBTsUgzHUVEmSCnbbhrcw8PlDMFNdQHH6-q6s1OzxEjs6xOqZMJXpcEkhbCaJ8_lhA,
CL10A225KP8NNNC,2,Samsung,CL10A225KP8NNNC,https://octopart.com/cl10a225kp8nnnc-samsung-9301961,"Multilayer Ceramic Capacitor, 2.2 uF, 10 V, ± 10%, X5R, 0603 [1608 Metric]",Unpolarized capacitor,"C28,C49",CL10A225KP8NNNC,Production (Last Updated: 2 years ago),22w,Compliant,10,1276-1085-1-ND,187-CL10A225KP8NNNC,Cut Tape,Tape & Reel,0.052,0.055,2235459,287072,1,1,https://octopart.com/opatz8j6/a1?t=nDjBxGgCPx5NY2_jMqqYqz7qSYrSX0iHVaaEofPcp5tNj730HcmcF-xh_WISoESqGScCdirC-J5mURikQYPTJUY_hmx9VEFOLJvWYrvPuD5pg6-6uOT7m1pmVeGuyKDesvopzQodtXU-jY8TPgho4FM_uGzgCvbuqMkmbprnQQE5f1Xae8j0Jka16Lm-62yEgR087dqySHCgKXM9ZuznIswvJAlJcSFrArPhrRVyxGxJ2R-qiYIh4JNZja2UCh7q4Q,https://octopart.com/opatz8j6/a1?t=ICr4cgxZorv0fhY5wvskqdXzs7p4Ifizyu6ZYXRjzn0D3mKFCahJpogJ8QtDva-YbCWPZQNEOmcid4dleW8QX-Pu-tjiLFQidi_TJfv3Rx_LKFUza1oVNTKtsORN2Cnfx0KAMRD8djWofWyYP-E0rEVjmywCHkr7H1XDlvW3oY-lpggFK27-46o8GLxrBUPhV7R0pQpYltSujysE0OK_4lru-d0SIc6_r9uyOxNFOc1sSGP-6p1MuW8rigVyfb9pZaO1,Digi-Key,1276-1085-1-ND,Cut Tape,0.052,0.104,0.52,2235459,1,https://octopart.com/opatz8j6/a1?t=nDjBxGgCPx5NY2_jMqqYqz7qSYrSX0iHVaaEofPcp5tNj730HcmcF-xh_WISoESqGScCdirC-J5mURikQYPTJUY_hmx9VEFOLJvWYrvPuD5pg6-6uOT7m1pmVeGuyKDesvopzQodtXU-jY8TPgho4FM_uGzgCvbuqMkmbprnQQE5f1Xae8j0Jka16Lm-62yEgR087dqySHCgKXM9ZuznIswvJAlJcSFrArPhrRVyxGxJ2R-qiYIh4JNZja2UCh7q4Q,
CL05B103KA5NNNC,1,Samsung,CL05B103KA5NNNC,https://octopart.com/cl05b103ka5nnnc-samsung-19831051,"Multilayer Ceramic Capacitor, 0.01 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]",Unpolarized capacitor,C84,CL05B103KA5NNNC,Production (Last Updated: 2 years ago),22w,Compliant,5,1276-1057-1-ND,187-CL05B103KA5NNNC,Cut Tape,Tape & Reel,0.1,0.1,2739255,273411,1,1,https://octopart.com/opatz8j6/a1?t=0PQrrd25tJ1nFNX-eD5cfUQEdWojGaMtj1brEAJhq66QVIAUeOnD86EqF8-qECUWnIt3ZfQRDmB3W_L4SNIFfDSRetI1Ff6TRWGTFZS4G6pBbTpiFxy9z-cG1RLhI1OGLrxLjmi4tqwiQDReYw8SvRNmAL5nHxEhX9kBvJZyz3ma0pblAiLWmcrrlEyNpTHQoKMHU7I3qZlIDLPbDFaq1cPrKXhrBJO58gB5jT1idVFZzmFtTzfvrYZ3YDeQFt2k1BI,https://octopart.com/opatz8j6/a1?t=8Bh39SQ_gzTHGffCidandGtcrg7u-YfB7MQknfnZJALjja7WgjgBaMwCA7_wWg38k6E5HTBRvTwvKmg-V3oKj7uKickig7ByUnh2ACIQtS-GZ9XTLz2VNjSTQDWNNjVFW4OuwgNekcOFrJqRAUMlARNnszHu62SxqtV3qZs1ujGhAI_jXLlBuFzyRBFXQPErxiONZE1lh9_NO2YG_hw5GWesBtwrtEHwR3xTHAdFOsGZ0V4yBaadNz65W35YzT93o7yPWQ,Digi-Key,1276-1057-1-ND,Cut Tape,0.1,0.1,0.5,2739255,1,https://octopart.com/opatz8j6/a1?t=0PQrrd25tJ1nFNX-eD5cfUQEdWojGaMtj1brEAJhq66QVIAUeOnD86EqF8-qECUWnIt3ZfQRDmB3W_L4SNIFfDSRetI1Ff6TRWGTFZS4G6pBbTpiFxy9z-cG1RLhI1OGLrxLjmi4tqwiQDReYw8SvRNmAL5nHxEhX9kBvJZyz3ma0pblAiLWmcrrlEyNpTHQoKMHU7I3qZlIDLPbDFaq1cPrKXhrBJO58gB5jT1idVFZzmFtTzfvrYZ3YDeQFt2k1BI,
CL05A104KA5NNNC,41,Samsung,CL05A104KA5NNNC,https://octopart.com/cl05a104ka5nnnc-samsung-19018960,"Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X5R, 0402 [1005 Metric]",Unpolarized capacitor,"C5,C6,C7,C9,C11,C12,C13,C14,C15,C16,C24,C32,C35,C36,C37,C38,C39,C40,C41,C44,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C70,C71,C72,C73,C74,C85,C90,C92,C102,C103,C104",CL05A104KA5NNNC,Production (Last Updated: 2 years ago),22w,Compliant,205,1276-1043-1-ND,187-CL05A104KA5NNNC,Cut Tape,Tape & Reel,0.0045,0.005,28303556,1732131,1,1,https://octopart.com/opatz8j6/a1?t=mXhgBvtFo-xEQyw0WeNAYktwZ3NbStbM0ldqoxJ3glKf-yJUBNe1XbjlO93diJVwRVJeXKN86Q6AM1mNRmLBSkMfPr4rWXYmHxnoIaoU25T9wdsMewWGYulRZcSWSv2AMFbAmG4HXXUR9i8UpKMndKSezVr8_JgTH5BmtcIRzZ-uby8ELryybXkl_3rodu0c07TKqHGZO2PIqxEm19tJLBgbgJ28oZempVOkJxSybDkNNWJF6X_lHjUt6f_6fD1J2QU,https://octopart.com/opatz8j6/a1?t=SLV8eVumj_smoAh58Nb7mqyVNm_9LBZ0V3Bzy-r8UAaN9pD3yoGRtmbhg48J7r4aUKdsjr2gNPstpKNDtmEiJbU8laiN6pMnkjzIZcLVraJpSuvWJU55xie_QB-pTPtCvVDRonq3kLCdBrvCx4eOpqKSp4Svg4ZOadl4YelWkZSuMYd8-8PW-IFYN-SyZGGhK2FG27pOPvUnW3qeb1z7KbBuHNy4u2mOeiVEfWw2LNL8sRPxgygzDqr5ll8qg327tB-WIA,Digi-Key,1276-1043-1-ND,Cut Tape,0.0045,0.1845,0.9224999999999999,28303556,1,https://octopart.com/opatz8j6/a1?t=mXhgBvtFo-xEQyw0WeNAYktwZ3NbStbM0ldqoxJ3glKf-yJUBNe1XbjlO93diJVwRVJeXKN86Q6AM1mNRmLBSkMfPr4rWXYmHxnoIaoU25T9wdsMewWGYulRZcSWSv2AMFbAmG4HXXUR9i8UpKMndKSezVr8_JgTH5BmtcIRzZ-uby8ELryybXkl_3rodu0c07TKqHGZO2PIqxEm19tJLBgbgJ28oZempVOkJxSybDkNNWJF6X_lHjUt6f_6fD1J2QU,
RMCF0603FT768K,1,Stackpole Electronics,RMCF0603FT768K,https://octopart.com/rmcf0603ft768k-stackpole+electronics-19211228,Res Thick Film 0603 768K Ohm 1% 1/10W ±100ppm/°C Molded SMD SMD Paper T/R,Resistor,R52,RMCF0603FT768K,,17w,Compliant,5,738-RMCF0603FT768KCT-ND,,Cut Tape,,0.1,,2514,,1,,https://octopart.com/opatz8j6/a1?t=O3QYQPlXMc9NufgNDCC-fWwMzZlkQVKI3eD01VSpSiTYOd3FAXFFT45_i-l1NXPKOLXWC7ZXnwHNSQPK8aa0pZCVgbQIfryDoXo0vKO9EdkbMY2Ah-IcGHKyMGnG38IJzic2lODAWCHiCPPtcyu2U8fdAus8OjR0ZbsvtX_IPkxQ39MWDA7jkCclp3zECoy6YMDoME2dZU32mABp2-n8VvGRkyiAQlY9qOUG_s4dGKPOf9Emki4StrasGUb-uqvR5s3n,,Digi-Key,738-RMCF0603FT768KCT-ND,Cut Tape,0.1,0.1,0.5,2514,1,https://octopart.com/opatz8j6/a1?t=O3QYQPlXMc9NufgNDCC-fWwMzZlkQVKI3eD01VSpSiTYOd3FAXFFT45_i-l1NXPKOLXWC7ZXnwHNSQPK8aa0pZCVgbQIfryDoXo0vKO9EdkbMY2Ah-IcGHKyMGnG38IJzic2lODAWCHiCPPtcyu2U8fdAus8OjR0ZbsvtX_IPkxQ39MWDA7jkCclp3zECoy6YMDoME2dZU32mABp2-n8VvGRkyiAQlY9qOUG_s4dGKPOf9Emki4StrasGUb-uqvR5s3n,
RMCF0603FT649K,2,Stackpole Electronics,RMCF0603FT649K,https://octopart.com/rmcf0603ft649k-stackpole+electronics-19211210,Res Thick Film 0603 649K Ohm 1% 1/10W ±100ppm/°C Molded SMD SMD Paper T/R,Resistor,"R37,R39",RMCF0603FT649K,,17w,Compliant,10,738-RMCF0603FT649KCT-ND,,Cut Tape,,0.015,,120,,1,,https://octopart.com/opatz8j6/a1?t=aVq-EAsYZl5lr26pFOGSWU8pm-65BOF-X2tKHxLUXybTB2H92Gx7gG__0uBh9A2uD8Pv169ooNsjRk-IacM9OZOV1Gv6-ruClL-VymnCNRg7KS6NokcXhV9JWYbwOyoqOD8edSwYXrYVTMwk8Fl2WqguAVkfywMh1OkRld-fxREQeqWBw00DIx1hkDfaBb52GqAi6hEeLRs0IWbx_x_KtU2ZJqCaAUTbF0xJX1REpQyDKHNoW8TEZ0CbYzYfJ-lpubIo5Q,,Digi-Key,738-RMCF0603FT649KCT-ND,Cut Tape,0.015,0.03,0.15,120,1,https://octopart.com/opatz8j6/a1?t=aVq-EAsYZl5lr26pFOGSWU8pm-65BOF-X2tKHxLUXybTB2H92Gx7gG__0uBh9A2uD8Pv169ooNsjRk-IacM9OZOV1Gv6-ruClL-VymnCNRg7KS6NokcXhV9JWYbwOyoqOD8edSwYXrYVTMwk8Fl2WqguAVkfywMh1OkRld-fxREQeqWBw00DIx1hkDfaBb52GqAi6hEeLRs0IWbx_x_KtU2ZJqCaAUTbF0xJX1REpQyDKHNoW8TEZ0CbYzYfJ-lpubIo5Q,
ABLS-12.000MHZ-B4-T,1,Abracon,ABLS-12.000MHZ-B4-T,https://octopart.com/abls-12.000mhz-b4-t-abracon-18618609,Crystal 12MHz ±30ppm (Tol) ±50ppm (Stability) 18pF FUND 50Ohm 2-Pin HC-49/US SMD T/R,Two pin crystal,Y1,ABLS-12.000MHZ-B4-T,Production (Last Updated: 2 years ago),21w,Compliant,5,535-10218-1-ND,815-ABLS-12.0M-T,Cut Tape,Tape & Reel,0.22,0.22,36390,25622,1,1,https://octopart.com/opatz8j6/a1?t=kHgwICwBamOMHyx6MUe-p-s2qN3QDjN2awdFQ0HHWhMdHahKbNtBcaQ8bVZw62VNK_GEi20YB5zBt3MgE7sVasCiseCluV6lQ-L-HrwaPBAHJOJKBFqRpTPk8ILwDvljlpQoiTogh6JB2FXM2lJYXbUVlsKX9KuODkRmaoJIC202s-nYY0pP16QSXdC5aL1lpCR7msNFzyJffo_tWnisSG3Hy2sH8n5Kp1CQPVJ3h2FApQPx_P4dsDSKIqz-OAZbfOxM,https://octopart.com/opatz8j6/a1?t=zKHH0MA8pk9-5I36U19y57YirVpuYDRkRS6zWYmAWW5upWUoyroGD8PoY1FQyf3r8kysICFcDoC_vjzs53-wUnrONN9IKdXQTCgaXDtxlV2Ppg6CKainDDNAIzLvriPFdU4VOeHgsqB6s78Aoz60x_4fgad4BbosZsW5LJca_Xll5auIsnCL5ipj1sWBIH7u_r4FMndWXSBZExY8QojbfXclgDwH6F4xAf9c1IukynhLlR4QXVs176x57A2c0m_XnNdifw,Digi-Key,535-10218-1-ND,Cut Tape,0.22,0.22,1.1,36390,1,https://octopart.com/opatz8j6/a1?t=kHgwICwBamOMHyx6MUe-p-s2qN3QDjN2awdFQ0HHWhMdHahKbNtBcaQ8bVZw62VNK_GEi20YB5zBt3MgE7sVasCiseCluV6lQ-L-HrwaPBAHJOJKBFqRpTPk8ILwDvljlpQoiTogh6JB2FXM2lJYXbUVlsKX9KuODkRmaoJIC202s-nYY0pP16QSXdC5aL1lpCR7msNFzyJffo_tWnisSG3Hy2sH8n5Kp1CQPVJ3h2FApQPx_P4dsDSKIqz-OAZbfOxM,
